Date,traffic,V1&V2,V3,V4,V5&V6&V7
2016-06-24,17338,11269,3294,1213,2540
2016-06-25,16987,11041,3227,1189,2488
2016-06-26,13790,8963,2620,965,2020
2016-06-27,16362,10635,3108,1145,2397
2016-06-28,16555,10760,3145,1158,2425
2016-06-29,16957,11022,3221,1186,2484
2016-06-30,16547,10755,3143,1158,2424
2016-07-01,18443,11987,3504,1291,2701
2016-07-02,18374,11943,3491,1286,2691
2016-07-03,14835,9642,2818,1038,2173
2016-07-04,16924,11000,3215,1184,2479
2016-07-05,16280,10582,3093,1139,2385
2016-07-06,14656,9526,2784,1025,2147
2016-07-07,17917,11646,3404,1254,2624
2016-07-08,18867,12263,3584,1320,2764
2016-07-09,21456,13946,4076,1501,3143
2016-07-10,15374,9993,2921,1076,2252
2016-07-11,17435,11332,3312,1220,2554
2016-07-12,16686,10845,3170,1168,2444
2016-07-13,17610,11446,3345,1232,2579
2016-07-14,18013,11708,3422,1260,2638
2016-07-15,18504,12027,3515,1295,2710
2016-07-16,20305,13198,3857,1421,2974
2016-07-17,18193,11825,3456,1273,2665
2016-07-18,18286,11885,3474,1280,2678
2016-07-19,18336,11918,3483,1283,2686
2016-07-20,17797,11568,3381,1245,2607
2016-07-21,18463,12000,3507,1292,2704
2016-07-22,19609,12745,3725,1372,2872
2016-07-23,20659,13428,3925,1446,3026
2016-07-24,20629,13408,3919,1444,3022
2016-07-25,20361,13234,3868,1425,2982
2016-07-26,17456,11346,3316,1221,2557
2016-07-27,19487,12666,3702,1364,2854
2016-07-28,19916,12945,3784,1394,2917
2016-07-29,20243,13157,3846,1417,2965
2016-07-30,21207,13784,4029,1484,3106
2016-07-31,18622,12104,3538,1303,2728
2016-08-01,19025,12366,3614,1331,2787
2016-08-02,19808,12875,3763,1386,2901
2016-08-03,19309,12550,3668,1351,2828
2016-08-04,19670,12785,3737,1376,2881
2016-08-05,19398,12608,3685,1357,2841
2016-08-06,14774,9603,2807,1034,2164
2016-08-07,14251,9263,2707,997,2087
2016-08-08,17509,11380,3326,1225,2565
2016-08-09,18084,11754,3435,1265,2649
2016-08-10,18028,11718,3425,1261,2641
2016-08-11,18734,12177,3559,1311,2744
2016-08-12,19020,12363,3613,1331,2786
2016-08-13,18183,11818,3454,1272,2663
2016-08-14,14258,9267,2709,998,2088
2016-08-15,18011,11707,3422,1260,2638
2016-08-16,19757,12842,3753,1382,2894
2016-08-17,19505,12678,3705,1365,2857
2016-08-18,18827,12237,3577,1317,2758
2016-08-19,20135,13087,3825,1409,2949
2016-08-20,18852,12253,3581,1319,2761
2016-08-21,13061,8489,2481,914,1913
2016-08-22,16818,10931,3195,1177,2463
2016-08-23,19478,12660,3700,1363,2853
2016-08-24,19045,12379,3618,1333,2790
2016-08-25,19206,12483,3649,1344,2813
2016-08-26,20309,13200,3858,1421,2975
2016-08-27,20320,13208,3860,1422,2976
2016-08-28,18190,11823,3456,1273,2664
2016-08-29,19972,12981,3794,1398,2925
2016-08-30,20215,13139,3840,1415,2961
2016-08-31,20708,13460,3934,1449,3033
2016-09-01,20848,13551,3961,1459,3054
2016-09-02,21316,13855,4050,1492,3122
2016-09-03,21893,14230,4159,1532,3207
2016-09-04,18790,12213,3570,1315,2752
2016-09-05,21302,13846,4047,1491,3120
2016-09-06,20654,13425,3924,1445,3025
2016-09-07,20284,13184,3853,1419,2971
2016-09-08,20285,13185,3854,1419,2971
2016-09-09,20286,13185,3854,1420,2971
2016-09-10,20287,13186,3854,1420,2972
2016-09-11,20288,13187,3854,1420,2972
2016-09-12,20289,13187,3854,1420,2972
2016-09-13,20290,13188,3855,1420,2972
2016-09-14,20291,13189,3855,1420,2972
2016-09-15,20292,13189,3855,1420,2972
2016-09-16,20293,13190,3855,1420,2972
2016-09-17,20294,13191,3855,1420,2973
2016-09-18,20295,13191,3856,1420,2973
2016-09-19,20296,13192,3856,1420,2973
2016-09-20,20297,13193,3856,1420,2973
2016-09-21,20298,13193,3856,1420,2973
2016-09-22,20299,13194,3856,1420,2973
2016-09-23,20300,13195,3857,1421,2973
2016-09-24,20301,13195,3857,1421,2974
2016-09-25,20302,13196,3857,1421,2974
2016-09-26,20303,13196,3857,1421,2974
2016-09-27,20304,13197,3857,1421,2974
2016-09-28,20305,13198,3857,1421,2974
2016-09-29,20306,13198,3858,1421,2974
2016-09-30,20307,13199,3858,1421,2974
2016-10-01,19999,12999,3799,1399,2929
2016-10-02,17553,11409,3335,1228,2571
2016-10-03,14418,9371,2739,1009,2112
2016-10-04,14453,9394,2746,1011,2117
2016-10-05,12247,7960,2326,857,1794
2016-10-06,12328,8013,2342,862,1806
2016-10-07,13340,8671,2534,933,1954
2016-10-08,12658,8227,2405,886,1854
2016-10-09,19568,12719,3717,1369,2866
2016-10-10,14792,9614,2810,1035,2167
2016-10-11,16069,10444,3053,1124,2354
2016-10-12,17103,11116,3249,1197,2505
2016-10-13,17348,11276,3296,1214,2541
2016-10-14,17904,11637,3401,1253,2622
2016-10-15,16963,11025,3222,1187,2485
2016-10-16,13326,8661,2531,932,1952
2016-10-17,17613,11448,3346,1232,2580
2016-10-18,23559,15313,4476,1649,3451
2016-10-19,18355,11930,3487,1284,2689
2016-10-20,18560,12064,3526,1299,2719
2016-10-21,18637,12114,3541,1304,2730
2016-10-22,18292,11889,3475,1280,2679
2016-10-23,14724,9570,2797,1030,2157
2016-10-24,18097,11763,3438,1266,2651
2016-10-25,18226,11846,3462,1275,2670
2016-10-26,18583,12078,3530,1300,2722
2016-10-27,23719,15417,4506,1660,3474
2016-10-28,24337,15819,4624,1703,3565
2016-10-29,24576,15974,4669,1720,3600
2016-10-30,20174,13113,3833,1412,2955
2016-10-31,18564,12066,3527,1299,2719
2016-11-01,18734,12177,3559,1311,2744
2016-11-02,19220,12493,3651,1345,2815
2016-11-03,19255,12515,3658,1347,2820
2016-11-04,19922,12949,3785,1394,2918
2016-11-05,19561,12714,3716,1369,2865
2016-11-06,15052,9783,2859,1053,2205
2016-11-07,17243,11207,3276,1207,2526
2016-11-08,17072,11096,3243,1195,2501
2016-11-09,16833,10941,3198,1178,2466
2016-11-10,21845,14199,4150,1529,3200
2016-11-11,17880,11622,3397,1251,2619
2016-11-12,23875,15518,4536,1671,3497
2016-11-13,14594,9486,2772,1021,2138
2016-11-14,17221,11193,3271,1205,2522
2016-11-15,16634,10812,3160,1164,2436
2016-11-16,17104,11117,3249,1197,2505
2016-11-17,18714,12164,3555,1309,2741
2016-11-18,18349,11926,3486,1284,2688
2016-11-19,18108,11770,3440,1267,2652
2016-11-20,15749,10236,2992,1102,2307
2016-11-21,16163,10505,3070,1131,2367
2016-11-22,17272,11226,3281,1209,2530
2016-11-23,17279,11231,3283,1209,2531
2016-11-24,17406,11313,3307,1218,2549
2016-11-25,18006,11703,3421,1260,2637
2016-11-26,17518,11386,3328,1226,2566
2016-11-27,14361,9334,2728,1005,2103
2016-11-28,16323,10609,3101,1142,2391
2016-11-29,16677,10840,3168,1167,2443
2016-11-30,16490,10718,3133,1154,2415
2016-12-01,16816,10930,3195,1177,2463
2016-12-02,17508,11380,3326,1225,2564
2016-12-03,17437,11334,3313,1220,2554
2016-12-04,15736,10228,2989,1101,2305
2016-12-05,16787,10911,3189,1175,2459
2016-12-06,16539,10750,3142,1157,2422
2016-12-07,16932,11005,3217,1185,2480
2016-12-08,16825,10936,3196,1177,2464
2016-12-09,17716,11515,3366,1240,2595
2016-12-10,17525,11391,3329,1226,2567
2016-12-11,14297,9293,2716,1000,2094
2016-12-12,17200,11180,3268,1204,2519
2016-12-13,17480,11362,3321,1223,2560
2016-12-14,17090,11108,3247,1196,2503
2016-12-15,16855,10955,3202,1179,2469
2016-12-16,18150,11797,3448,1270,2658
2016-12-17,17488,11367,3322,1224,2561
2016-12-18,15012,9757,2852,1050,2199
2016-12-19,17512,11382,3327,1225,2565
2016-12-20,22752,14788,4322,1592,3333
2016-12-21,17439,11335,3313,1220,2554
2016-12-22,17824,11585,3386,1247,2611
2016-12-23,18432,11980,3502,1290,2700
2016-12-24,18340,11921,3484,1283,2686
2016-12-25,20173,13112,3832,1412,2955
2016-12-26,24942,16212,4738,1745,3654
2016-12-27,19557,12712,3715,1368,2865
2016-12-28,21412,13917,4068,1498,3136
2016-12-29,25690,16698,4881,1798,3763
2016-12-30,24654,16025,4684,1725,3611
2016-12-31,19034,12372,3616,1332,2788
2017-01-01,14972,9731,2844,1048,2193
2017-01-02,18273,11877,3471,1279,2676
2017-01-03,18672,12136,3547,1307,2735
2017-01-04,19390,12603,3684,1357,2840
2017-01-05,20511,13332,3897,1435,3004
2017-01-06,20175,13113,3833,1412,2955
2017-01-07,18565,12067,3527,1299,2719
2017-01-08,23473,15257,4459,1643,3438
2017-01-09,23268,15124,4420,1628,3408
2017-01-10,18977,12335,3605,1328,2780
2017-01-11,18606,12093,3535,1302,2725
2017-01-12,18733,12176,3559,1311,2744
2017-01-13,19115,12424,3631,1338,2800
2017-01-14,19627,12757,3729,1373,2875
2017-01-15,16526,10741,3139,1156,2421
2017-01-16,18228,11848,3463,1275,2670
2017-01-17,19014,12359,3612,1330,2785
2017-01-18,22390,14553,4254,1567,3280
2017-01-19,21086,13705,4006,1476,3089
2017-01-20,19380,12597,3682,1356,2839
2017-01-21,23095,15011,4388,1616,3383
2017-01-22,16650,10822,3163,1165,2439
2017-01-23,23445,15239,4454,1641,3434
2017-01-24,23297,15143,4426,1630,3413
2017-01-25,23557,15312,4475,1648,3451
2017-01-26,24360,15834,4628,1705,3568
2017-01-27,25085,16305,4766,1755,3674
2017-01-28,26492,17219,5033,1854,3881
2017-01-29,21959,14273,4172,1537,3216
2017-01-30,18486,12015,3512,1294,2708
2017-01-31,19189,12472,3645,1343,2811
2017-02-01,19095,12411,3628,1336,2797
2017-02-02,19305,12548,3667,1351,2828
2017-02-03,20502,13326,3895,1435,3003
2017-02-04,21752,14138,4132,1522,3186
2017-02-05,18493,12020,3513,1294,2709
2017-02-06,18998,12348,3609,1329,2783
2017-02-07,18896,12282,3590,1322,2768
2017-02-08,18971,12331,3604,1327,2779
2017-02-09,19340,12571,3674,1353,2833
2017-02-10,19803,12871,3762,1386,2901
2017-02-11,21332,13865,4053,1493,3125
2017-02-12,18613,12098,3536,1302,2726
2017-02-13,18789,12212,3569,1315,2752
2017-02-14,18553,12059,3525,1298,2718
2017-02-15,19039,12375,3617,1332,2789
2017-02-16,19404,12612,3686,1358,2842
2017-02-17,19535,12697,3711,1367,2861
2017-02-18,20938,13609,3978,1465,3067
2017-02-19,16036,10423,3046,1122,2349
2017-02-20,18626,12106,3538,1303,2728
2017-02-21,18604,12092,3534,1302,2725
2017-02-22,18320,11908,3480,1282,2683
2017-02-23,18388,11952,3493,1287,2693
2017-02-24,19410,12616,3687,1358,2843
2017-02-25,19509,12680,3706,1365,2858
2017-02-26,15744,10233,2991,1102,2306
2017-02-27,18545,12054,3523,1298,2716
2017-02-28,19044,12378,3618,1333,2789
2017-03-01,19548,12706,3714,1368,2863
2017-03-02,17400,11310,3306,1218,2549
2017-03-03,19437,12634,3693,1360,2847
2017-03-04,19571,12721,3718,1369,2867
2017-03-05,15912,10342,3023,1113,2331
2017-03-06,18760,12194,3564,1313,2748
2017-03-07,19047,12380,3618,1333,2790
2017-03-08,18958,12322,3602,1327,2777
2017-03-09,18822,12234,3576,1317,2757
2017-03-10,19255,12515,3658,1347,2820
2017-03-11,19442,12637,3693,1360,2848
2017-03-12,17064,11091,3242,1194,2499
2017-03-13,18974,12333,3605,1328,2779
2017-03-14,18584,12079,3530,1300,2722
2017-03-15,18707,12159,3554,1309,2740
2017-03-16,18798,12218,3571,1315,2753
2017-03-17,19600,12740,3724,1372,2871
2017-03-18,21315,13854,4049,1492,3122
2017-03-19,24380,15847,4632,1706,3571
2017-03-20,17857,11607,3392,1249,2616
2017-03-21,18233,11851,3464,1276,2671
2017-03-22,18469,12004,3509,1292,2705
2017-03-23,18266,11872,3470,1278,2675
2017-03-24,18948,12316,3600,1326,2775
2017-03-25,19941,12961,3788,1395,2921
2017-03-26,16845,10949,3200,1179,2467
2017-03-27,19022,12364,3614,1331,2786
2017-03-28,18529,12043,3520,1297,2714
2017-03-29,18998,12348,3609,1329,2783
2017-03-30,18723,12169,3557,1310,2742
2017-03-31,19335,12567,3673,1353,2832
2017-04-01,19951,12968,3790,1396,2922
2017-04-02,16244,10558,3086,1137,2379
2017-04-03,19201,12480,3648,1344,2812
2017-04-04,19581,12727,3720,1370,2868
2017-04-05,19619,12752,3727,1373,2874
2017-04-06,20118,13076,3822,1408,2947
2017-04-07,21122,13729,4013,1478,3094
2017-04-08,21421,13923,4069,1499,3138
2017-04-09,15917,10346,3024,1114,2331
2017-04-10,19557,12712,3715,1368,2865
2017-04-11,20115,13074,3821,1408,2946
2017-04-12,21606,14043,4105,1512,3165
2017-04-13,23199,15079,4407,1623,3398
2017-04-14,16530,10744,3140,1157,2421
2017-04-15,17859,11608,3393,1250,2616
2017-04-16,17702,11506,3363,1239,2593
2017-04-17,15364,9986,2919,1075,2250
2017-04-18,20038,13024,3807,1402,2935
2017-04-19,20600,13390,3914,1442,3017
2017-04-20,21001,13650,3990,1470,3076
2017-04-21,21313,13853,4049,1491,3122
2017-04-22,22832,14840,4338,1598,3344
2017-04-23,19891,12929,3779,1392,2914
2017-04-24,20766,13497,3945,1453,3042
2017-04-25,21119,13727,4012,1478,3093
2017-04-26,20992,13644,3988,1469,3075
2017-04-27,20645,13419,3922,1445,3024
2017-04-28,21479,13961,4081,1503,3146
2017-04-29,22152,14398,4208,1550,3245
2017-04-30,20100,13065,3819,1407,2944
2017-05-01,19862,12910,3773,1390,2909
2017-05-02,19587,12731,3721,1371,2869
2017-05-03,20450,13292,3885,1431,2995
2017-05-04,21267,13823,4040,1488,3115
2017-05-05,21061,13689,4001,1474,3085
2017-05-06,21151,13748,4018,1480,3098
2017-05-07,20730,13474,3938,1451,3036
2017-05-08,19895,12931,3780,1392,2914
2017-05-09,20551,13358,3904,1438,3010
2017-05-10,21273,13827,4041,1489,3116
2017-05-11,20586,13380,3911,1441,3015
2017-05-12,20707,13459,3934,1449,3033
2017-05-13,21635,14062,4110,1514,3169
2017-05-14,18250,11862,3467,1277,2673
2017-05-15,19398,12608,3685,1357,2841
2017-05-16,19932,12955,3787,1395,2920
2017-05-17,19575,12723,3719,1370,2867
2017-05-18,20250,13162,3847,1417,2966
2017-05-19,21769,14149,4136,1523,3189
2017-05-20,22026,14316,4184,1541,3226
2017-05-21,19778,12855,3757,1384,2897
2017-05-22,21127,13732,4014,1478,3095
2017-05-23,21285,13835,4044,1489,3118
2017-05-24,21952,14268,4170,1536,3215
2017-05-25,22145,14394,4207,1550,3244
2017-05-26,22861,14859,4343,1600,3349
2017-05-27,22019,14312,4183,1541,3225
2017-05-28,18123,11779,3443,1268,2655
2017-05-29,20320,13208,3860,1422,2976
2017-05-30,20708,13460,3934,1449,3033
2017-05-31,20800,13520,3952,1456,3047
2017-06-01,21053,13684,4000,1473,3084
2017-06-02,22020,14313,4183,1541,3225
2017-06-03,22718,14766,4316,1590,3328
2017-06-04,18043,11727,3428,1263,2643
2017-06-05,20419,13272,3879,1429,2991
2017-06-06,20691,13449,3931,1448,3031
2017-06-07,21328,13863,4052,1492,3124
2017-06-08,21793,14165,4140,1525,3192
2017-06-09,21657,14077,4114,1515,3172
2017-06-10,22701,14755,4313,1589,3325
2017-06-11,17664,11481,3356,1236,2587
2017-06-12,21123,13729,4013,1478,3094
2017-06-13,21165,13757,4021,1481,3100
2017-06-14,21825,14186,4146,1527,3197
2017-06-15,21787,14161,4139,1525,3191
2017-06-16,22114,14374,4201,1547,3239
2017-06-17,22713,14763,4315,1589,3327
2017-06-18,17798,11568,3381,1245,2607
2017-06-19,20732,13475,3939,1451,3037
2017-06-20,21385,13900,4063,1496,3132
2017-06-21,21554,14010,4095,1508,3157
2017-06-22,21442,13937,4073,1500,3141
2017-06-23,22069,14344,4193,1544,3233
2017-06-24,21615,14049,4106,1513,3166
2017-06-25,16100,10465,3059,1127,2358
2017-06-26,20162,13105,3830,1411,2953
2017-06-27,21680,14092,4119,1517,3176
2017-06-28,22195,14426,4217,1553,3251
2017-06-29,23154,15050,4399,1620,3392
2017-06-30,24015,15609,4562,1681,3518
2017-07-01,22732,14775,4319,1591,3330
2017-07-02,19006,12353,3611,1330,2784
2017-07-03,21815,14179,4144,1527,3195
2017-07-04,22393,14555,4254,1567,3280
2017-07-05,22864,14861,4344,1600,3349
2017-07-06,23767,15448,4515,1663,3481
2017-07-07,23054,14985,4380,1613,3377
2017-07-08,25045,16279,4758,1753,3669
2017-07-09,18959,12323,3602,1327,2777
2017-07-10,21340,13871,4054,1493,3126
2017-07-11,21032,13670,3996,1472,3081
2017-07-12,21685,14095,4120,1517,3176
2017-07-13,21332,13865,4053,1493,3125
2017-07-14,22348,14526,4246,1564,3273
2017-07-15,22834,14842,4338,1598,3345
2017-07-16,21125,13731,4013,1478,3094
2017-07-17,21792,14164,4140,1525,3192
2017-07-18,22534,14647,4281,1577,3301
2017-07-19,21679,14091,4119,1517,3175
2017-07-20,22391,14554,4254,1567,3280
2017-07-21,22876,14869,4346,1601,3351
2017-07-22,23806,15473,4523,1666,3487
2017-07-23,21999,14299,4179,1539,3222
2017-07-24,23883,15523,4537,1671,3498
2017-07-25,24013,15608,4562,1680,3517
2017-07-26,20665,13432,3926,1446,3027
2017-07-27,25042,16277,4757,1752,3668
2017-07-28,22953,14919,4361,1606,3362
2017-07-29,24043,15627,4568,1683,3522
2017-07-30,21582,14028,4100,1510,3161
2017-07-31,21738,14129,4130,1521,3184
2017-08-01,22151,14398,4208,1550,3245
2017-08-02,21979,14286,4176,1538,3219
2017-08-03,22291,14489,4235,1560,3265
2017-08-04,23305,15148,4427,1631,3414
2017-08-05,24321,15808,4620,1702,3563
2017-08-06,20521,13338,3898,1436,3006
2017-08-07,20779,13506,3948,1454,3044
2017-08-08,20349,13226,3866,1424,2981
2017-08-09,20493,13320,3893,1434,3002
2017-08-10,20620,13403,3917,1443,3020
2017-08-11,21512,13982,4087,1505,3151
2017-08-12,21974,14283,4175,1538,3219
2017-08-13,17923,11649,3405,1254,2625
2017-08-14,20900,13585,3971,1463,3061
2017-08-15,21239,13805,4035,1486,3111
2017-08-16,21546,14004,4093,1508,3156
2017-08-17,21784,14159,4138,1524,3191
2017-08-18,22422,14574,4260,1569,3284
2017-08-19,22287,14486,4234,1560,3265
2017-08-20,18442,11987,3503,1290,2701
2017-08-21,21794,14166,4140,1525,3192
2017-08-22,19137,12439,3636,1339,2803
2017-08-23,19408,12615,3687,1358,2843
2017-08-24,19858,12907,3773,1390,2909
2017-08-25,20668,13434,3926,1446,3027
2017-08-26,21933,14256,4167,1535,3213
2017-08-27,19123,12429,3633,1338,2801
2017-08-28,22669,14734,4307,1586,3321
2017-08-29,22181,14417,4214,1552,3249
2017-08-30,22918,14896,4354,1604,3357
2017-08-31,22979,14936,4366,1608,3366
2017-09-01,17830,11589,3387,1248,2612
2017-09-02,20962,13625,3982,1467,3070
2017-09-03,19533,12696,3711,1367,2861
2017-09-04,21855,14205,4152,1529,3201
2017-09-05,22484,14614,4271,1573,3293
2017-09-06,22864,14861,4344,1600,3349
2017-09-07,22968,14929,4363,1607,3364
2017-09-08,24523,15939,4659,1716,3592
2017-09-09,22228,14448,4223,1555,3256
2017-09-10,20338,13219,3864,1423,2979
2017-09-11,18449,11991,3505,1291,2702
2017-09-12,21749,14136,4132,1522,3186
2017-09-13,21922,14249,4165,1534,3211
2017-09-14,21913,14243,4163,1533,3210
2017-09-15,21871,14216,4155,1530,3204
2017-09-16,22033,14321,4186,1542,3227
2017-09-17,18946,12314,3599,1326,2775
2017-09-18,27675,17988,5258,1937,4054
2017-09-19,27785,18060,5279,1944,4070
2017-09-20,27175,17663,5163,1902,3981
2017-09-21,27965,18177,5313,1957,4096
2017-09-22,21737,14129,4130,1521,3184
2017-09-23,28991,18844,5508,2029,4247
2017-09-24,18941,12311,3598,1325,2774
2017-09-25,26639,17315,5061,1864,3902
2017-09-26,25148,16346,4778,1760,3684
2017-09-27,17975,11683,3415,1258,2633
2017-09-28,24629,16008,4679,1724,3608
2017-09-29,26976,17534,5125,1888,3951
2017-09-30,20604,13392,3914,1442,3018
2017-10-01,19605,12743,3724,1372,2872
2017-10-02,18606,12093,3535,1302,2725
2017-10-03,17607,11444,3345,1232,2579
2017-10-04,20608,13395,3915,1442,3019
2017-10-05,18609,12095,3535,1302,2726
2017-10-06,19610,12746,3725,1372,2872
2017-10-07,20611,13397,3916,1442,3019
2017-10-08,22658,14727,4305,1586,3319
2017-10-09,19568,12719,3717,1369,2866
2017-10-10,18792,12214,3570,1315,2753
2017-10-11,16069,10444,3053,1124,2354
2017-10-12,17103,11116,3249,1197,2505
2017-10-13,17348,11276,3296,1214,2541
2017-10-14,17904,11637,3401,1253,2622
2017-10-15,16963,11025,3222,1187,2485
2017-10-16,17326,11261,3291,1212,2538
2017-10-17,17613,11448,3346,1232,2580
2017-10-18,23559,15313,4476,1649,3451
2017-10-19,18355,11930,3487,1284,2689
2017-10-20,18560,12064,3526,1299,2719
2017-10-21,18637,12114,3541,1304,2730
2017-10-22,18292,11889,3475,1280,2679
2017-10-23,19724,12820,3747,1380,2889
2017-10-24,18097,11763,3438,1266,2651
2017-10-25,18226,11846,3462,1275,2670
2017-10-26,18583,12078,3530,1300,2722
2017-10-27,23719,15417,4506,1660,3474
2017-10-28,24337,15819,4624,1703,3565
2017-10-29,24576,15974,4669,1720,3600
2017-10-30,20174,13113,3833,1412,2955
2017-10-31,18564,12066,3527,1299,2719
2017-11-01,21387,13901,4063,1497,3133
2017-11-02,22119,14377,4202,1548,3240
2017-11-03,22391,14554,4254,1567,3280
2017-11-04,23137,15039,4396,1619,3389
2017-11-05,18903,12286,3591,1323,2769
2017-11-06,21139,13740,4016,1479,3096
2017-11-07,21474,13958,4080,1503,3145
2017-11-08,21600,14040,4104,1512,3164
2017-11-09,21761,14144,4134,1523,3187
2017-11-10,22321,14508,4240,1562,3270
2017-11-11,23288,15137,4424,1630,3411
2017-11-12,19902,12936,3781,1393,2915
2017-11-13,21614,14049,4106,1512,3166
2017-11-14,21673,14087,4117,1517,3175
2017-11-15,22053,14334,4190,1543,3230
2017-11-16,22182,14418,4214,1552,3249
2017-11-17,23032,14970,4376,1612,3374
2017-11-18,23291,15139,4425,1630,3412
2017-11-19,21084,13704,4005,1475,3088
2017-11-20,22203,14431,4218,1554,3252
2017-11-21,20662,13430,3925,1446,3026
2017-11-22,21536,13998,4091,1507,3155
2017-11-23,22331,14515,4242,1563,3271
2017-11-24,22392,14554,4254,1567,3280
2017-11-25,22541,14651,4282,1577,3302
2017-11-26,18107,11769,3440,1267,2652
2017-11-27,21746,14134,4131,1522,3185
2017-11-28,21561,14014,4096,1509,3158
2017-11-29,22048,14331,4189,1543,3230
2017-11-30,18542,12052,3522,1297,2716
2017-12-01,22402,14561,4256,1568,3281
2017-12-02,22279,14481,4233,1559,3263
2017-12-03,18852,12253,3581,1319,2761
2017-12-04,22453,14594,4266,1571,3289
2017-12-05,22141,14391,4206,1549,3243
2017-12-06,22598,14688,4293,1581,3310
2017-12-07,22378,14545,4251,1566,3278
2017-12-08,22865,14862,4344,1600,3349
2017-12-09,23158,15052,4400,1621,3392
2017-12-10,18674,12138,3548,1307,2735
2017-12-11,22085,14355,4196,1545,3235
2017-12-12,21629,14058,4109,1514,3168
2017-12-13,22056,14336,4190,1543,3231
2017-12-14,22215,14439,4220,1555,3254
2017-12-15,22586,14680,4291,1581,3308
2017-12-16,22843,14847,4340,1599,3346
2017-12-17,18477,12010,3510,1293,2706
2017-12-18,22360,14534,4248,1565,3275
2017-12-19,22191,14424,4216,1553,3250
2017-12-20,28299,18394,5376,1980,4145
2017-12-21,22312,14502,4239,1561,3268
2017-12-22,23360,15184,4438,1635,3422
2017-12-23,23119,15027,4392,1618,3386
2017-12-24,23540,15301,4472,1647,3448
2017-12-25,28584,18579,5430,2000,4187
2017-12-26,23701,15405,4503,1659,3472
2017-12-27,24306,15798,4618,1701,3560
2017-12-28,21206,13783,4029,1484,3106
2017-12-29,31784,20659,6038,2224,4656
2017-12-30,30688,19947,5830,2148,4495
2017-12-31,18789,12212,3569,1315,2752
2018-01-01,22996,14947,4369,1609,3368
2018-01-02,23238,15104,4415,1626,3404
2018-01-03,24181,15717,4594,1692,3542
2018-01-04,24878,16170,4726,1741,3644
2018-01-05,26903,17486,5111,1883,3941
2018-01-06,21751,14138,4132,1522,3186
2018-01-07,19273,12527,3661,1349,2823
2018-01-08,19867,12913,3774,1390,2910
2018-01-09,29732,19325,5649,2081,4355
2018-01-10,30047,19530,5708,2103,4401
2018-01-11,23821,15483,4525,1667,3489
2018-01-12,24897,16183,4730,1742,3647
2018-01-13,25511,16582,4847,1785,3737
2018-01-14,22560,14664,4286,1579,3305
2018-01-15,23244,15108,4416,1627,3405
2018-01-16,23931,15555,4546,1675,3505
2018-01-17,24583,15978,4670,1720,3601
2018-01-18,26530,17244,5040,1857,3886
2018-01-19,24282,15783,4613,1699,3557
2018-01-20,27265,17722,5180,1908,3994
2018-01-21,19680,12792,3739,1377,2883
2018-01-22,22818,14831,4335,1597,3342
2018-01-23,23750,15437,4512,1662,3479
2018-01-24,29719,19317,5646,2080,4353
2018-01-25,23930,15554,4546,1675,3505
2018-01-26,24964,16226,4743,1747,3657
2018-01-27,25125,16331,4773,1758,3680
2018-01-28,21469,13954,4079,1502,3145
2018-01-29,23011,14957,4372,1610,3371
2018-01-30,24446,15889,4644,1711,3581
2018-01-31,25034,16272,4756,1752,3667
2018-02-01,24860,16159,4723,1740,3641
2018-02-02,25085,16305,4766,1755,3674
2018-02-03,25746,16734,4891,1802,3771
2018-02-04,23196,15077,4407,1623,3398
2018-02-05,23081,15002,4385,1615,3381
2018-02-06,23662,15380,4495,1656,3466
2018-02-07,23513,15283,4467,1645,3444
2018-02-08,23608,15345,4485,1652,3458
2018-02-09,24059,15638,4571,1684,3524
2018-02-10,24626,16006,4678,1723,3607
2018-02-11,19398,12608,3685,1357,2841
2018-02-12,26064,16941,4952,1824,3818
2018-02-13,26200,17030,4978,1834,3838
2018-02-14,25275,16428,4802,1769,3702
2018-02-15,26801,17420,5092,1876,3926
2018-02-16,19618,12751,3727,1373,2874
2018-02-17,28753,18689,5463,2012,4212
2018-02-18,24549,15956,4664,1718,3596
2018-02-19,20354,13230,3867,1424,2981
2018-02-20,21442,13937,4073,1500,3141
2018-02-21,21174,13763,4023,1482,3101
2018-02-22,21564,14016,4097,1509,3159
2018-02-23,21836,14193,4148,1528,3198
2018-02-24,21451,13943,4075,1501,3142
2018-02-25,16640,10816,3161,1164,2437
2018-02-26,21246,13809,4036,1487,3112
2018-02-27,21780,14157,4138,1524,3190
2018-02-28,21386,13900,4063,1497,3133
2018-03-01,19548,12706,3714,1368,2863
2018-03-02,27400,17810,5206,1918,4014
2018-03-03,19437,12634,3693,1360,2847
2018-03-04,19571,12721,3718,1369,2867
2018-03-05,25912,16842,4923,1813,3796
2018-03-06,18760,12194,3564,1313,2748
2018-03-07,19047,12380,3618,1333,2790
2018-03-08,18958,12322,3602,1327,2777
2018-03-09,18822,12234,3576,1317,2757
2018-03-10,19255,12515,3658,1347,2820
2018-03-11,19442,12637,3693,1360,2848
2018-03-12,17064,11091,3242,1194,2499
2018-03-13,18974,12333,3605,1328,2779
2018-03-14,18584,12079,3530,1300,2722
2018-03-15,18707,12159,3554,1309,2740
2018-03-16,18798,12218,3571,1315,2753
2018-03-17,19600,12740,3724,1372,2871
2018-03-18,21315,13854,4049,1492,3122
2018-03-19,24380,15847,4632,1706,3571
2018-03-20,17857,11607,3392,1249,2616
